parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
23401:001:0260,10.2106,attribute:mets,reported_m2,570.380491,5486.160373,5.0,comparable,
23401:001:0262,13.2681,attribute:mets,reported_m2,570.380491,4198.885982,5.0,comparable,
23401:001:0338,0.011,attribute:mets,reported_m2,570.380491,5185177.190909,5.0,comparable,
23401:006:0006,9.1916,attribute:mets,reported_m2,570.380491,6105.453795,5.0,comparable,
23401:006:0007,5.8297,attribute:mets,reported_m2,570.380491,9684.045337,5.0,comparable,
23401:006:0008,2.9538,attribute:mets,reported_m2,570.380491,19210.057925,5.0,comparable,
23401:006:0012,8.5008,attribute:mets,reported_m2,570.380491,6609.727214,5.0,comparable,
23401:006:0019,2.7005,attribute:mets,reported_m2,570.380491,21021.29202,5.0,comparable,
23401:006:0025,2.3324,attribute:mets,reported_m2,570.380491,24354.66005,5.0,comparable,
23401:006:0033,11.2053,attribute:mets,reported_m2,570.380491,4990.274165,5.0,comparable,
23401:006:0034,3.6661,attribute:mets,reported_m2,570.380491,15458.236027,5.0,comparable,
23401:006:0042,9.8199,attribute:mets,reported_m2,570.380491,5708.414454,5.0,comparable,
23401:006:0058,1.776,attribute:mets,reported_m2,570.380491,32016.018637,5.0,comparable,
23401:006:0059,0.003,attribute:mets,reported_m2,570.380491,19012583.033333,5.0,comparable,
23401:006:0061,14.6465,attribute:mets,reported_m2,570.380491,3794.312573,5.0,comparable,
23401:006:0066,0.29,attribute:mets,reported_m2,570.380491,196582.927931,5.0,comparable,
23401:006:0070,85.7793,attribute:mets,reported_m2,570.380491,564.93955,5.0,comparable,
23401:006:0082,2.951,attribute:mets,reported_m2,570.380491,19228.379905,5.0,comparable,
23401:006:0083,1.1144,attribute:mets,reported_m2,570.380491,51082.74327,5.0,comparable,
23401:006:0085,0.9351,attribute:mets,reported_m2,570.380491,60896.737354,5.0,comparable,
23401:006:0095,404.0,attribute:haritav,reported_ha,570.380491,41.18329,5.0,comparable,
23401:006:0100,4.2906,attribute:mets,reported_m2,570.380491,13193.723279,5.0,comparable,
23401:006:0102,5.8544,attribute:mets,reported_m2,570.380491,9642.765971,5.0,comparable,
23401:006:0138,0.1539,attribute:mets,reported_m2,570.380491,370517.602989,5.0,comparable,
23401:006:0160,18.0896,attribute:mets,reported_m2,570.380491,3053.085148,5.0,comparable,
23401:006:0290,13.2027,attribute:mets,reported_m2,570.380491,4220.180652,5.0,comparable,
23401:006:0340,15.0091,attribute:mets,reported_m2,570.380491,3700.231133,5.0,comparable,
23401:006:0350,4.8203,attribute:mets,reported_m2,570.380491,11732.883659,5.0,comparable,
23401:006:0360,7.7935,attribute:mets,reported_m2,570.380491,7218.669289,5.0,comparable,
23401:006:0371,3.7674,attribute:mets,reported_m2,570.380491,15039.897303,5.0,comparable,
23401:006:0372,3.5136,attribute:mets,reported_m2,570.380491,16133.506688,5.0,comparable,
23401:006:0381,4.0997,attribute:mets,reported_m2,570.380491,13812.737298,5.0,comparable,
23401:006:0382,3.5008,attribute:mets,reported_m2,570.380491,16192.861375,5.0,comparable,
23401:006:0393,2.4358,attribute:mets,reported_m2,570.380491,23316.556819,5.0,comparable,
23401:006:0640,0.054,attribute:mets,reported_m2,570.380491,1056160.168519,5.0,comparable,
23401:006:0780,0.4789,attribute:mets,reported_m2,570.380491,119002.211526,5.0,comparable,
23401:006:0791,6.1363,attribute:mets,reported_m2,570.380491,9195.185877,5.0,comparable,
23401:006:0793,1.0108,attribute:mets,reported_m2,570.380491,56328.620004,5.0,comparable,
23401:006:0820,4.567,attribute:mets,reported_m2,570.380491,12389.172126,5.0,comparable,
23401:006:1041,6.4283,attribute:mets,reported_m2,570.380491,8772.960052,5.0,comparable,
27101:001:0035,2754.1148,attribute:mets,reported_m2,570.380491,-79.28988,5.0,comparable,
27101:002:0002,12795.0,attribute:haritav,reported_ha,570.380491,-95.542161,5.0,comparable,
27101:002:0003,0.0047,attribute:mets,reported_m2,570.380491,12135655.12766,5.0,comparable,
27101:002:0004,0.5016,attribute:mets,reported_m2,570.380491,113612.219099,5.0,comparable,
27101:002:0005,13730.0,attribute:haritav,reported_ha,570.380491,-95.845736,5.0,comparable,
27101:002:0006,10555.0,attribute:haritav,reported_ha,570.380491,-94.596111,5.0,comparable,
27101:002:0007,201.0,attribute:haritav,reported_ha,570.380491,183.771389,5.0,comparable,
27101:002:0009,0.0173,attribute:mets,reported_m2,570.380491,3296897.057803,5.0,comparable,
27101:002:0010,2.3654,attribute:mets,reported_m2,570.380491,24013.489938,5.0,comparable,
27101:002:0011,5.9029,attribute:mets,reported_m2,570.380491,9562.716478,5.0,comparable,
27101:002:0012,0.0096,attribute:mets,reported_m2,570.380491,5941363.447917,5.0,comparable,
27101:002:0013,1.4592,attribute:mets,reported_m2,570.380491,38988.575315,5.0,comparable,
27101:002:0014,2.0752,attribute:mets,reported_m2,570.380491,27385.567222,5.0,comparable,
27101:002:0015,1.2299,attribute:mets,reported_m2,570.380491,46276.168062,5.0,comparable,
27101:002:0016,2.6549,attribute:mets,reported_m2,570.380491,21384.066858,5.0,comparable,
27101:002:0017,0.7385,attribute:mets,reported_m2,570.380491,77135.002167,5.0,comparable,
27101:002:0018,5.2927,attribute:mets,reported_m2,570.380491,10676.73949,5.0,comparable,
27101:002:0019,11.4893,attribute:mets,reported_m2,570.380491,4864.449453,5.0,comparable,
27101:002:0020,15.8953,attribute:mets,reported_m2,570.380491,3488.359396,5.0,comparable,
27101:002:0021,11.3942,attribute:mets,reported_m2,570.380491,4905.884494,5.0,comparable,
27101:002:0023,2.6021,attribute:mets,reported_m2,570.380491,21820.006572,5.0,comparable,
27101:002:0024,0.8312,attribute:mets,reported_m2,570.380491,68521.329524,5.0,comparable,
27101:002:0025,0.156,attribute:mets,reported_m2,570.380491,365528.519872,5.0,comparable,
27101:002:0027,0.0384,attribute:mets,reported_m2,570.380491,1485265.861979,5.0,comparable,
27101:002:0029,11.4175,attribute:mets,reported_m2,570.380491,4895.66885,5.0,comparable,
27101:002:0030,10.6002,attribute:mets,reported_m2,570.380491,5280.846503,5.0,comparable,
27101:002:0031,9.9288,attribute:mets,reported_m2,570.380491,5644.707225,5.0,comparable,
27101:002:0041,55.3404,attribute:mets,reported_m2,570.380491,930.676488,5.0,comparable,
27101:002:0042,197.4729,attribute:mets,reported_m2,570.380491,188.839882,5.0,comparable,
27101:002:0044,23.6124,attribute:mets,reported_m2,570.380491,2315.597275,5.0,comparable,
27101:002:0048,13.8806,attribute:mets,reported_m2,570.380491,4009.191901,5.0,comparable,
27101:002:0051,5058.0,attribute:haritav,reported_ha,570.380491,-88.723201,5.0,comparable,
27101:002:0052,103630.0,attribute:haritav,reported_ha,570.380491,-99.449599,5.0,comparable,
27101:002:0053,0.6075,attribute:mets,reported_m2,570.380491,93789.792757,5.0,comparable,
27101:002:0054,65597.0,attribute:haritav,reported_ha,570.380491,-99.130478,5.0,comparable,
27101:002:0055,35944.0,attribute:haritav,reported_ha,570.380491,-98.413141,5.0,comparable,
27101:002:0056,145562.0,attribute:haritav,reported_ha,570.380491,-99.608153,5.0,comparable,
27101:002:0057,10.6836,attribute:mets,reported_m2,570.380491,5238.841692,5.0,comparable,
27101:002:0058,3.2872,attribute:mets,reported_m2,570.380491,17251.560325,5.0,comparable,
27101:002:0059,5.624,attribute:mets,reported_m2,570.380491,10041.900622,5.0,comparable,
27101:002:0060,381794.0,attribute:haritav,reported_ha,570.380491,-99.850605,5.0,comparable,
27101:002:0061,0.8224,attribute:mets,reported_m2,570.380491,69255.60445,5.0,comparable,
27101:002:0062,4.1942,attribute:mets,reported_m2,570.380491,13499.267822,5.0,comparable,
27101:002:0063,2.5179,attribute:mets,reported_m2,570.380491,22553.023988,5.0,comparable,
27101:002:0064,2.1051,attribute:mets,reported_m2,570.380491,26995.173198,5.0,comparable,
27101:002:0065,0.4111,attribute:mets,reported_m2,570.380491,138644.950377,5.0,comparable,
27101:002:0066,0.0371,attribute:mets,reported_m2,570.380491,1537313.722372,5.0,comparable,
27101:002:0069,8.4344,attribute:mets,reported_m2,570.380491,6662.549689,5.0,comparable,
27101:002:0073,7.5381,attribute:mets,reported_m2,570.380491,7466.634709,5.0,comparable,
27101:002:0074,0.2774,attribute:mets,reported_m2,570.380491,205516.615357,5.0,comparable,
27101:002:0076,0.0689,attribute:mets,reported_m2,570.380491,827738.1582,5.0,comparable,
27101:002:0077,158.0,attribute:haritav,reported_ha,570.380491,261.000311,5.0,comparable,
27101:002:0078,397.0,attribute:haritav,reported_ha,570.380491,43.672668,5.0,comparable,
27101:002:0079,0.071,attribute:mets,reported_m2,570.380491,803252.804225,5.0,comparable,
27101:002:0081,0.141722,geometry,geodesic_wgs84_pyproj,570.380491,402364.325228,5.0,comparable,
27101:002:0082,0.574965,geometry,geodesic_wgs84_pyproj,570.380491,99102.645552,5.0,comparable,
27101:002:0083,0.0041,attribute:mets,reported_m2,570.380491,13911619.292683,5.0,comparable,
27101:002:0084,128733.0,attribute:haritav,reported_ha,570.380491,-99.556928,5.0,comparable,
27101:002:0085,0.1497,attribute:mets,reported_m2,570.380491,380915.692051,5.0,comparable,
27101:002:0086,2.9435,attribute:mets,reported_m2,570.380491,19277.628368,5.0,comparable,
27101:002:0087,0.6307,attribute:mets,reported_m2,570.380491,90336.101316,5.0,comparable,
27101:002:0088,0.321986,geometry,geodesic_wgs84_pyproj,570.380491,177044.500382,5.0,comparable,
27101:002:0091,3.7944,attribute:mets,reported_m2,570.380491,14932.165586,5.0,comparable,
27101:002:0095,853.5847,attribute:mets,reported_m2,570.380491,-33.17822,5.0,comparable,
27101:002:0096,15149.0,attribute:haritav,reported_ha,570.380491,-96.234864,5.0,comparable,
27101:002:0100,5.7082,attribute:mets,reported_m2,570.380491,9892.300392,5.0,comparable,
27101:002:0102,9.7836,attribute:mets,reported_m2,570.380491,5729.96536,5.0,comparable,
27101:002:0103,4.0743,attribute:mets,reported_m2,570.380491,13899.472081,5.0,comparable,
27101:002:0105,2.9133,attribute:mets,reported_m2,570.380491,19478.501733,5.0,comparable,
27101:002:0106,184459.0,attribute:haritav,reported_ha,570.380491,-99.690782,5.0,comparable,
27101:002:0107,3.5443,attribute:mets,reported_m2,570.380491,15992.895381,5.0,comparable,
27101:002:0108,0.0737,attribute:mets,reported_m2,570.380491,773821.968792,5.0,comparable,
27101:002:0109,3.3946,attribute:mets,reported_m2,570.380491,16702.58325,5.0,comparable,
27101:002:0141,4.7047,attribute:mets,reported_m2,570.380491,12023.631496,5.0,comparable,
27101:002:0142,1.9146,attribute:mets,reported_m2,570.380491,29691.104722,5.0,comparable,
27101:002:0143,5.0297,attribute:mets,reported_m2,570.380491,11240.248742,5.0,comparable,
27101:002:0181,95606.0,attribute:haritav,reported_ha,570.380491,-99.403405,5.0,comparable,
27101:002:0182,0.0441,attribute:mets,reported_m2,570.380491,1293279.798186,5.0,comparable,
27101:002:0183,4.5386,attribute:mets,reported_m2,570.380491,12467.322324,5.0,comparable,
27101:002:0191,184233.0,attribute:haritav,reported_ha,570.380491,-99.690403,5.0,comparable,
27101:002:0192,119604.0,attribute:haritav,reported_ha,570.380491,-99.523109,5.0,comparable,
27101:002:0212,4.415,attribute:mets,reported_m2,570.380491,12819.150419,5.0,comparable,
27101:002:0224,5.6581,attribute:mets,reported_m2,570.380491,9980.777841,5.0,comparable,
27101:002:0240,3.3408,attribute:mets,reported_m2,570.380491,16973.170827,5.0,comparable,
27101:002:0285,6.0706,attribute:mets,reported_m2,570.380491,9295.784453,5.0,comparable,
27101:002:0311,4.5408,attribute:mets,reported_m2,570.380491,12461.233505,5.0,comparable,
27101:002:0312,104601.0,attribute:haritav,reported_ha,570.380491,-99.454708,5.0,comparable,
27101:002:0313,3.2804,attribute:mets,reported_m2,570.380491,17287.528686,5.0,comparable,
27101:002:0314,2.6817,attribute:mets,reported_m2,570.380491,21169.362382,5.0,comparable,
27101:002:0322,5.6573,attribute:mets,reported_m2,570.380491,9982.203366,5.0,comparable,
27101:002:0332,113792.0,attribute:haritav,reported_ha,570.380491,-99.498752,5.0,comparable,
27101:002:0333,10.6453,attribute:mets,reported_m2,570.380491,5258.049947,5.0,comparable,
27101:002:0335,1.3607,attribute:mets,reported_m2,570.380491,41818.166458,5.0,comparable,
27101:002:0336,5.5591,attribute:mets,reported_m2,570.380491,10160.302765,5.0,comparable,
27101:002:0341,0.4833,attribute:mets,reported_m2,570.380491,117917.895924,5.0,comparable,
27101:002:0342,0.0205,attribute:mets,reported_m2,570.380491,2782243.858537,5.0,comparable,
27101:002:0343,7.8458,attribute:mets,reported_m2,570.380491,7169.883135,5.0,comparable,
27101:002:0344,0.92,attribute:mets,reported_m2,570.380491,61897.879457,5.0,comparable,
27101:002:0345,1.564,attribute:mets,reported_m2,570.380491,36369.340857,5.0,comparable,
27101:002:0351,104804.0,attribute:haritav,reported_ha,570.380491,-99.455765,5.0,comparable,
27101:002:0352,2.1251,attribute:mets,reported_m2,570.380491,26740.171804,5.0,comparable,
27101:002:0353,4.8188,attribute:mets,reported_m2,570.380491,11736.567008,5.0,comparable,
27101:002:0372,2.8904,attribute:mets,reported_m2,570.380491,19633.617873,5.0,comparable,
27101:002:0382,2.6078,attribute:mets,reported_m2,570.380491,21772.094908,5.0,comparable,
27101:002:0383,2.3074,attribute:mets,reported_m2,570.380491,24619.619095,5.0,comparable,
27101:002:0384,6.241,attribute:mets,reported_m2,570.380491,9039.248374,5.0,comparable,
27101:002:0400,0.0243,attribute:mets,reported_m2,570.380491,2347144.81893,5.0,comparable,
27101:002:0411,1.9054,attribute:mets,reported_m2,570.380491,29834.94757,5.0,comparable,
27101:002:0412,85077.0,attribute:haritav,reported_ha,570.380491,-99.329571,5.0,comparable,
27101:002:0413,3.1917,attribute:mets,reported_m2,570.380491,17770.742582,5.0,comparable,
27101:002:0421,172222.0,attribute:haritav,reported_ha,570.380491,-99.668811,5.0,comparable,
27101:002:0422,10.3295,attribute:mets,reported_m2,570.380491,5421.859635,5.0,comparable,
27101:002:0423,2.9593,attribute:mets,reported_m2,570.380491,19174.169263,5.0,comparable,
27101:002:0425,4.4702,attribute:mets,reported_m2,570.380491,12659.619055,5.0,comparable,
27101:002:0430,0.614545,geometry,geodesic_wgs84_pyproj,570.380491,92713.462155,5.0,comparable,
27101:002:0441,0.1407,attribute:mets,reported_m2,570.380491,405287.697939,5.0,comparable,
27101:002:0442,7.8807,attribute:mets,reported_m2,570.380491,7137.688162,5.0,comparable,
27101:002:0443,5.6307,attribute:mets,reported_m2,570.380491,10029.832721,5.0,comparable,
27101:002:0445,10.3168,attribute:mets,reported_m2,570.380491,5428.657055,5.0,comparable,
27101:002:0451,0.0137,attribute:mets,reported_m2,570.380491,4163261.248175,5.0,comparable,
27101:002:0452,72503.0,attribute:haritav,reported_ha,570.380491,-99.213301,5.0,comparable,
27101:002:0453,4.1332,attribute:mets,reported_m2,570.380491,13699.973168,5.0,comparable,
27101:002:0460,154119.0,attribute:haritav,reported_ha,570.380491,-99.629909,5.0,comparable,
27101:002:0501,0.0481,attribute:mets,reported_m2,570.380491,1185722.226611,5.0,comparable,
27101:002:0502,0.5683,attribute:mets,reported_m2,570.380491,100266.090269,5.0,comparable,
27101:002:0503,0.9399,attribute:mets,reported_m2,570.380491,60585.231514,5.0,comparable,
27101:002:0510,9.1806,attribute:mets,reported_m2,570.380491,6112.889038,5.0,comparable,
27101:002:0521,0.265641,geometry,geodesic_wgs84_pyproj,570.380491,214618.54533,5.0,comparable,
27101:002:0522,5.3,attribute:mets,reported_m2,570.380491,10661.896057,5.0,comparable,
27101:002:0523,4.8186,attribute:mets,reported_m2,570.380491,11737.058295,5.0,comparable,
27101:002:0524,5.9824,attribute:mets,reported_m2,570.380491,9434.308823,5.0,comparable,
27101:002:0530,122259.0,attribute:haritav,reported_ha,570.380491,-99.533465,5.0,comparable,
27101:002:0570,54214.0,attribute:haritav,reported_ha,570.380491,-98.947909,5.0,comparable,
27101:002:0581,0.101,attribute:mets,reported_m2,570.380491,564633.159406,5.0,comparable,
27101:002:0582,0.0049,attribute:mets,reported_m2,570.380491,11640318.183673,5.0,comparable,
27101:002:0583,13.9857,attribute:mets,reported_m2,570.380491,3978.312069,5.0,comparable,
27101:002:0584,4.6965,attribute:mets,reported_m2,570.380491,12044.799127,5.0,comparable,
27101:002:0591,0.1968,attribute:mets,reported_m2,570.380491,289727.485264,5.0,comparable,
27101:002:0592,0.2344,attribute:mets,reported_m2,570.380491,243236.386945,5.0,comparable,
27101:002:0593,3.4119,attribute:mets,reported_m2,570.380491,16617.385943,5.0,comparable,
27101:002:0594,5.0694,attribute:mets,reported_m2,570.380491,11151.439835,5.0,comparable,
27101:002:0604,4.4835,attribute:mets,reported_m2,570.380491,12621.768507,5.0,comparable,
27101:002:0610,5.044,attribute:mets,reported_m2,570.380491,11208.098553,5.0,comparable,
27101:002:0625,6.5652,attribute:mets,reported_m2,570.380491,8587.937778,5.0,comparable,
27101:002:0626,4.0296,attribute:mets,reported_m2,570.380491,14054.766999,5.0,comparable,
27101:002:0633,7.0205,attribute:mets,reported_m2,570.380491,8024.499551,5.0,comparable,
27101:002:0640,0.6184,attribute:mets,reported_m2,570.380491,92134.878881,5.0,comparable,
27101:002:0650,0.0057,attribute:mets,reported_m2,570.380491,10006575.280702,5.0,comparable,
27101:002:0670,0.236,attribute:mets,reported_m2,570.380491,241586.648729,5.0,comparable,
27101:002:0680,10.021,attribute:mets,reported_m2,570.380491,5591.852021,5.0,comparable,
27101:002:0691,32330.0,attribute:haritav,reported_ha,570.380491,-98.235755,5.0,comparable,
27101:002:0692,5.3375,attribute:mets,reported_m2,570.380491,10586.285546,5.0,comparable,
27101:002:0700,0.0265,attribute:mets,reported_m2,570.380491,2152279.211321,5.0,comparable,
27101:002:0710,0.0067,attribute:mets,reported_m2,570.380491,8513041.656716,5.0,comparable,
27101:002:0720,100059.0,attribute:haritav,reported_ha,570.380491,-99.429956,5.0,comparable,
27101:002:0751,0.0516,attribute:mets,reported_m2,570.380491,1105288.54845,5.0,comparable,
27101:002:0752,6.6218,attribute:mets,reported_m2,570.380491,8513.677414,5.0,comparable,
27101:002:0760,0.7726,attribute:mets,reported_m2,570.380491,73726.105488,5.0,comparable,
27101:002:0770,132.5298,attribute:mets,reported_m2,570.380491,330.379048,5.0,comparable,
27101:002:0844,1.9698,attribute:mets,reported_m2,570.380491,28856.264138,5.0,comparable,
27101:002:0890,15465.0,attribute:haritav,reported_ha,570.380491,-96.311798,5.0,comparable,
27101:002:0901,6.4798,attribute:mets,reported_m2,570.380491,8702.439751,5.0,comparable,
27101:002:0902,4.404,attribute:mets,reported_m2,570.380491,12851.41896,5.0,comparable,
27101:002:0910,2.2303,attribute:mets,reported_m2,570.380491,25474.160023,5.0,comparable,
27101:002:0930,7.4303,attribute:mets,reported_m2,570.380491,7576.412675,5.0,comparable,
27101:002:0941,103379.0,attribute:haritav,reported_ha,570.380491,-99.448263,5.0,comparable,
27101:002:0942,5.8793,attribute:mets,reported_m2,570.380491,9601.503427,5.0,comparable,
27101:002:0943,0.1325,attribute:mets,reported_m2,570.380491,430375.842264,5.0,comparable,
27101:002:0951,27.1864,attribute:mets,reported_m2,570.380491,1998.036117,5.0,comparable,
27101:002:0970,17326.0,attribute:haritav,reported_ha,570.380491,-96.707951,5.0,comparable,
27101:002:0980,6.6702,attribute:mets,reported_m2,570.380491,8451.175242,5.0,comparable,
27101:002:0990,0.3822,attribute:mets,reported_m2,570.380491,149136.13056,5.0,comparable,
27101:002:1000,0.9253,attribute:mets,reported_m2,570.380491,61542.763536,5.0,comparable,
27101:002:1025,7.6993,attribute:mets,reported_m2,570.380491,7308.212318,5.0,comparable,
27101:002:1040,607.0,attribute:haritav,reported_ha,570.380491,-6.032868,5.0,comparable,
27101:002:1080,16221.0,attribute:haritav,reported_ha,570.380491,-96.483691,5.0,comparable,
27101:002:1081,12.2861,attribute:mets,reported_m2,570.380491,4542.486151,5.0,comparable,
27101:002:1083,5.1792,attribute:mets,reported_m2,570.380491,10912.907225,5.0,comparable,
27101:002:1101,0.1524,attribute:mets,reported_m2,570.380491,374165.414042,5.0,comparable,
27101:002:1102,3.6259,attribute:mets,reported_m2,570.380491,15630.728674,5.0,comparable,
27101:002:1103,6.4097,attribute:mets,reported_m2,570.380491,8798.708067,5.0,comparable,
27101:002:1111,0.0613,attribute:mets,reported_m2,570.380491,930373.884176,5.0,comparable,
27101:002:1112,7.3327,attribute:mets,reported_m2,570.380491,7678.587573,5.0,comparable,
27101:002:1120,28.2757,attribute:mets,reported_m2,570.380491,1917.21086,5.0,comparable,
27101:002:1130,5.7932,attribute:mets,reported_m2,570.380491,9745.689619,5.0,comparable,
27101:002:1140,10.2749,attribute:mets,reported_m2,570.380491,5451.202357,5.0,comparable,
27101:002:1160,0.703651,geometry,geodesic_wgs84_pyproj,570.380491,80960.140752,5.0,comparable,
27101:002:1170,2.1729,attribute:mets,reported_m2,570.380491,26149.734962,5.0,comparable,
27101:002:1200,6845.0,attribute:haritav,reported_ha,570.380491,-91.667195,5.0,comparable,
27101:002:1210,0.004682,geometry,geodesic_wgs84_pyproj,570.380491,12182311.17044,5.0,comparable,
27101:002:1220,0.00464,geometry,geodesic_wgs84_pyproj,570.380491,12292582.99569,5.0,comparable,
27101:002:1241,2.7105,attribute:mets,reported_m2,570.380491,20943.36805,5.0,comparable,
27101:002:1310,3.4987,attribute:mets,reported_m2,570.380491,16202.640724,5.0,comparable,
27101:002:1320,10.9154,attribute:mets,reported_m2,570.380491,5125.465773,5.0,comparable,
27101:002:1330,0.0507,attribute:mets,reported_m2,570.380491,1124910.830375,5.0,comparable,
27101:003:0001,13.7123,attribute:mets,reported_m2,570.380491,4059.626693,5.0,comparable,
27101:003:0002,79.0,attribute:haritav,reported_ha,570.380491,622.000622,5.0,comparable,
27101:003:0004,57788.0,attribute:haritav,reported_ha,570.380491,-99.012978,5.0,comparable,
27101:003:0007,5379.0,attribute:haritav,reported_ha,570.380491,-89.396161,5.0,comparable,
27101:003:0008,0.7536,attribute:mets,reported_m2,570.380491,75587.432458,5.0,comparable,
27101:003:0009,101.0,attribute:haritav,reported_ha,570.380491,464.733159,5.0,comparable,
27101:003:0010,0.2135,attribute:mets,reported_m2,570.380491,267057.138642,5.0,comparable,
27101:003:0011,9.8966,attribute:mets,reported_m2,570.380491,5663.39845,5.0,comparable,
27101:003:0012,0.5761,attribute:mets,reported_m2,570.380491,98907.202048,5.0,comparable,
27101:003:0013,5.39,attribute:mets,reported_m2,570.380491,10482.198349,5.0,comparable,
27101:003:0014,842831.0,attribute:haritav,reported_ha,570.380491,-99.932326,5.0,comparable,
27101:003:0015,33002.0,attribute:haritav,reported_ha,570.380491,-98.271679,5.0,comparable,
27101:003:0017,1.7543,attribute:mets,reported_m2,570.380491,32413.281138,5.0,comparable,
27101:003:0018,13964.0,attribute:haritav,reported_ha,570.380491,-95.91535,5.0,comparable,
27101:003:0020,4.4114,attribute:mets,reported_m2,570.380491,12829.693317,5.0,comparable,
27101:003:0021,3.9302,attribute:mets,reported_m2,570.380491,14412.759936,5.0,comparable,
27101:003:0022,196701.0,attribute:haritav,reported_ha,570.380491,-99.710027,5.0,comparable,
27101:003:0025,0.0125,attribute:mets,reported_m2,570.380491,4562943.928,5.0,comparable,
27101:003:0027,9.2901,attribute:mets,reported_m2,570.380491,6039.659326,5.0,comparable,
27101:003:0029,0.0127,attribute:mets,reported_m2,570.380491,4491084.968504,5.0,comparable,
27101:003:0030,7.173,attribute:mets,reported_m2,570.380491,7851.770403,5.0,comparable,
27101:003:0031,155642.0,attribute:haritav,reported_ha,570.380491,-99.63353,5.0,comparable,
27101:003:0032,0.1506,attribute:mets,reported_m2,570.380491,378638.705843,5.0,comparable,
27101:003:0033,17680.0,attribute:haritav,reported_ha,570.380491,-96.773866,5.0,comparable,
27101:003:0034,8.424,attribute:mets,reported_m2,570.380491,6670.898516,5.0,comparable,
27101:003:0035,5.6963,attribute:mets,reported_m2,570.380491,9913.175061,5.0,comparable,
27101:003:0036,11.9826,attribute:mets,reported_m2,570.380491,4660.072864,5.0,comparable,
27101:003:0037,239072.0,attribute:haritav,reported_ha,570.380491,-99.761419,5.0,comparable,
27101:003:0038,22.1347,attribute:mets,reported_m2,570.380491,2476.861177,5.0,comparable,
27101:003:0039,288342.0,attribute:haritav,reported_ha,570.380491,-99.802186,5.0,comparable,
27101:003:0040,0.1321,attribute:mets,reported_m2,570.380491,431679.327025,5.0,comparable,
27101:003:0041,5.242,attribute:mets,reported_m2,570.380491,10780.970832,5.0,comparable,
27101:003:0042,5.9925,attribute:mets,reported_m2,570.380491,9418.239316,5.0,comparable,
27101:003:0046,54.9663,attribute:mets,reported_m2,570.380491,937.69126,5.0,comparable,
27101:003:0047,0.0131,attribute:mets,reported_m2,570.380491,4353949.549618,5.0,comparable,
27101:003:0048,0.1028,attribute:mets,reported_m2,570.380491,554744.835603,5.0,comparable,
27101:003:0049,9.2804,attribute:mets,reported_m2,570.380491,6046.076581,5.0,comparable,
27101:003:0050,16.8737,attribute:mets,reported_m2,570.380491,3280.292947,5.0,comparable,
27101:003:0051,3.0011,attribute:mets,reported_m2,570.380491,18905.714271,5.0,comparable,
27101:003:0052,0.0065,attribute:mets,reported_m2,570.380491,8774984.476923,5.0,comparable,
27101:003:0053,119935.0,attribute:haritav,reported_ha,570.380491,-99.524425,5.0,comparable,
27101:003:0054,1.7582,attribute:mets,reported_m2,570.380491,32341.160903,5.0,comparable,
27101:003:0055,11.4109,attribute:mets,reported_m2,570.380491,4898.558317,5.0,comparable,
27101:003:0057,19.334,attribute:mets,reported_m2,570.380491,2850.14219,5.0,comparable,
27101:003:0058,22.4789,attribute:mets,reported_m2,570.380491,2437.403925,5.0,comparable,
27101:003:0061,20.5048,attribute:mets,reported_m2,570.380491,2681.692535,5.0,comparable,
27101:003:0063,1.1996,attribute:mets,reported_m2,570.380491,47447.556769,5.0,comparable,
27101:003:0065,30.2171,attribute:mets,reported_m2,570.380491,1787.608311,5.0,comparable,
27101:003:0066,11.7166,attribute:mets,reported_m2,570.380491,4768.139998,5.0,comparable,
27101:003:0067,2.211,attribute:mets,reported_m2,570.380491,25697.39896,5.0,comparable,
27101:003:0068,2.575,attribute:mets,reported_m2,570.380491,22050.69868,5.0,comparable,
27101:003:0069,1.9851,attribute:mets,reported_m2,570.380491,28633.086041,5.0,comparable,
27101:003:0070,2.074,attribute:mets,reported_m2,570.380491,27401.470154,5.0,comparable,
27101:003:0071,1.1039,attribute:mets,reported_m2,570.380491,51569.579763,5.0,comparable,
27101:003:0072,3.4579,attribute:mets,reported_m2,570.380491,16394.996703,5.0,comparable,
27101:003:0073,3.131818,geometry,geodesic_wgs84_pyproj,570.380491,18112.440538,5.0,comparable,
27101:003:0074,66281.0,attribute:haritav,reported_ha,570.380491,-99.139451,5.0,comparable,
27101:003:0075,47119.0,attribute:haritav,reported_ha,570.380491,-98.789489,5.0,comparable,
27101:003:0076,219724.0,attribute:haritav,reported_ha,570.380491,-99.74041,5.0,comparable,
27101:003:0078,3.3992,attribute:mets,reported_m2,570.380491,16679.844993,5.0,comparable,
27101:003:0079,14.0865,attribute:mets,reported_m2,570.380491,3949.128534,5.0,comparable,
27101:003:0080,0.4011,attribute:mets,reported_m2,570.380491,142104.061581,5.0,comparable,
27101:003:0081,128605.0,attribute:haritav,reported_ha,570.380491,-99.556487,5.0,comparable,
27101:003:0082,47625.0,attribute:haritav,reported_ha,570.380491,-98.802351,5.0,comparable,
27101:003:0083,54978.0,attribute:haritav,reported_ha,570.380491,-98.96253,5.0,comparable,
27101:003:0084,214143.0,attribute:haritav,reported_ha,570.380491,-99.733645,5.0,comparable,
